price(euros),energy_class,climate_class,subtype,district,bathroom_lavatory_counts,is_rent,rent_or_sale,floor_num,rooms_num,bedrooms_num,area(m^2)
4457,G,G,Apartment,Paris 17th (75017),3,True,rent,6,5,3,151.0
7800,E,G,Apartment,Paris 4th (75004),6,True,rent,3,8,6,182.04
2100,E,B,Apartment,Paris 7th (75007),2,True,rent,3,3,2,46.58
2000,E,B,Apartment,Paris 7th (75007),2,True,rent,3,3,2,42.13
3559,E,F,Apartment,Paris 7th (75007),2,True,rent,1,4,2,100.4
12300,G,G,Apartment,Paris 16th (75016),4,True,rent,5,6,4,200.0
4200,G,G,Apartment,Paris 7th (75007),3,True,rent,2,4,3,100.0
2600,F,G,Apartment,Paris 4th (75004),2,True,rent,3,2,2,50.34
2750,D,B,Apartment,Paris 15th (75015),2,True,rent,1,4,2,98.0
1800,E,B,Apartment,Paris 7th (75007),1,True,rent,6,2,1,37.79
2700,G,G,Apartment,Paris 6th (75006),2,True,rent,5,3,2,65.31
2660,E,F,Apartment,Paris 16th (75016),1,True,rent,1,3,1,65.0
2890,D,E,Apartment,Paris 15th (75015),3,True,rent,6,4,3,87.1
3934,E,C,Apartment,Paris 17th (75017),3,True,rent,4,6,3,142.0
2900,C,A,Apartment,Paris 5th (75005),2,True,rent,1,3,2,69.06
4800,C,D,Apartment,Paris 4th (75004),3,True,rent,2,7,3,153.34
3800,D,E,Apartment,Paris 7th (75007),2,True,rent,2,4,2,90.73
2600,G,G,Apartment,Paris 8th (75008),3,True,rent,6,3,3,74.0
2245,D,E,Apartment,Paris 16th (75016),2,True,rent,1,3,2,74.0
1460,D,E,Apartment,Paris 16th (75016),2,True,rent,Ground,2,2,51.0
3200,D,B,Apartment,Paris 6th (75006),3,True,rent,5,3,3,60.05
4800,B,A,Apartment,Paris 17th (75017),4,True,rent,3,5,4,146.0
2440,D,B,Apartment,Paris 7th (75007),2,True,rent,4,3,2,65.0
3990,A,A,Apartment,Paris 16th (75016),2,True,rent,6,4,2,128.5
3800,G,G,Apartment,Paris 5th (75005),3,True,rent,2,4,3,96.02
1250,E,B,Apartment,Paris 6th (75006),1,True,rent,Ground,1,1,22.28
3000,G,G,Apartment,Paris 16th (75016),2,True,rent,4,3,2,82.0
1750,F,G,Apartment,Paris 8th (75008),1,True,rent,2,2,1,40.35
4337,D,F,Apartment,Paris 16th (75016),3,True,rent,2,4,3,120.0
5011,G,G,Apartment,Paris 8th (75008),3,True,rent,5,5,3,149.0
6000,D,E,Apartment,Paris 8th (75008),4,True,rent,5,5,4,193.0
1550,G,G,Apartment,Paris 17th (75017),2,True,rent,7,2,2,43.0
3600,E,E,Apartment,Paris 15th (75015),2,True,rent,24,3,2,76.0
3219,G,G,Apartment,Paris 8th (75008),3,True,rent,1,5,3,107.0
5050,G,G,Apartment,Paris 8th (75008),4,True,rent,5,5,4,147.0
3000,G,G,Apartment,Paris 3rd (75003),3,True,rent,2,4,3,80.0
3555,F,G,Apartment,Paris 16th (75016),3,True,rent,4,3,3,101.5
4580,G,G,Apartment,Paris 17th (75017),3,True,rent,7,6,3,166.2
4544,G,G,Apartment,Paris 16th (75016),5,True,rent,5,6,5,162.0
1946,G,G,Apartment,Paris 13th (75013),2,True,rent,1,3,2,71.0
3381,G,G,Apartment,Paris 16th (75016),2,True,rent,5,4,2,100.76
2600,F,B,Apartment,Paris 15th (75015),2,True,rent,6,3,2,76.37
2640,G,G,Apartment,Paris 16th (75016),2,True,rent,2,3,2,101.0
3100,G,G,Apartment,Paris 16th (75016),4,True,rent,6,3,4,95.0
2775,G,G,Apartment,Paris 16th (75016),2,True,rent,2,2,2,65.0
4000,D,D,Apartment,Paris 15th (75015),3,True,rent,6,5,3,117.26
3400,G,G,Apartment,Paris 7th (75007),3,True,rent,3,4,3,106.0
1995,G,G,Apartment,Paris 7th (75007),2,True,rent,2,2,2,41.0
2100,D,E,Apartment,Paris 7th (75007),1,True,rent,5,2,1,44.05
5052,A,A,Apartment,Paris 8th (75008),4,True,rent,2,5,4,161.0
2000,F,G,Apartment,Paris 16th (75016),1,True,rent,Ground,2,1,50.0
3500,C,D,Apartment,Paris 11th (75011),3,True,rent,2,5,3,126.95
1725,G,G,Apartment,Paris 16th (75016),2,True,rent,1,2,2,56.0
3400,G,G,Apartment,Paris 17th (75017),2,True,rent,2,3,2,70.0
3424,G,G,Apartment,Paris 16th (75016),2,True,rent,4,3,2,95.63
1190,G,G,Apartment,Paris 17th (75017),1,True,rent,Ground,1,1,21.0
1767,F,D,Apartment,Paris 3rd (75003),1,True,rent,3,2,1,39.9
3980,G,G,Apartment,Paris 6th (75006),4,True,rent,5,5,4,102.6
3250,G,G,Apartment,Paris 6th (75006),2,True,rent,5,2,2,66.52
3250,G,G,Apartment,Paris 16th (75016),2,True,rent,7,4,2,99.2
2530,C,D,Apartment,Paris 9th (75009),2,True,rent,4,3,2,82.6
2995,G,F,Apartment,Paris 7th (75007),2,True,rent,3,4,2,75.64
2950,D,A,Apartment,Paris 1st (75001),2,True,rent,1,3,2,76.29
2899,D,A,Apartment,Paris 1st (75001),2,True,rent,1,3,2,76.0
2980,F,G,Apartment,Paris 9th (75009),3,True,rent,1,4,3,102.48
4200,G,G,Apartment,Paris 16th (75016),4,True,rent,3,4,4,103.0
850,F,C,Apartment,Paris 5th (75005),1,True,rent,1,1,1,14.02
3500,G,G,Apartment,Paris 16th (75016),1,True,rent,5,3,1,104.0
4450,G,G,Apartment,Paris 6th (75006),3,True,rent,2,5,3,117.69
3000,D,A,Apartment,Paris 6th (75006),2,True,rent,5,2,2,46.78
3954,G,G,Apartment,Paris 16th (75016),4,True,rent,6,5,4,133.0
4650,G,G,Apartment,Paris 16th (75016),4,True,rent,6,6,4,150.0
2980,E,F,Apartment,Paris 4th (75004),2,True,rent,2,4,2,88.79
3380,D,E,Apartment,Paris 9th (75009),2,True,rent,5,4,2,92.0
4700,G,G,Apartment,Paris 16th (75016),4,True,rent,2,5,4,176.0
5500,G,G,Apartment,Paris 8th (75008),2,True,rent,4,3,2,76.0
1680,G,D,Apartment,Paris 8th (75008),2,True,rent,1,2,2,27.0
3520,G,G,Apartment,Paris 7th (75007),2,True,rent,1,4,2,107.0
3450,G,G,Apartment,Paris 8th (75008),3,True,rent,2,4,3,104.0
3980,C,C,Apartment,Paris 9th (75009),2,True,rent,2,5,2,125.0
1005,G,G,Apartment,Paris 13th (75013),1,True,rent,5,2,1,28.58
1850,F,C,Apartment,Paris 6th (75006),1,True,rent,3,2,1,40.95
1700,D,B,Apartment,Paris 6th (75006),1,True,rent,4,3,1,37.29
4620,G,G,Apartment,Paris 8th (75008),3,True,rent,3,5,3,143.0
4420,F,G,Apartment,Paris 17th (75017),4,True,rent,5,5,4,125.0
13665,G,G,Apartment,Paris 16th (75016),4,True,rent,3,5,4,207.0
2500,D,E,Apartment,Paris 6th (75006),2,True,rent,7,3,2,55.0
1690,G,G,Apartment,Paris 15th (75015),2,True,rent,5,2,2,46.0
5900,E,F,Apartment,Paris 8th (75008),3,True,rent,1,5,3,151.02
1700,G,D,Apartment,Paris 6th (75006),1,True,rent,5,2,1,32.69
4041,G,G,Apartment,Paris 17th (75017),3,True,rent,6,6,3,133.0
1700,G,G,Apartment,Paris 6th (75006),2,True,rent,6,2,2,41.55
2650,G,G,Apartment,Paris 16th (75016),2,True,rent,8,3,2,85.0
3700,C,D,Apartment,Paris 6th (75006),3,True,rent,4,5,3,97.31
2900,D,E,Apartment,Paris 15th (75015),3,True,rent,3,4,3,85.32
1100,G,D,Apartment,Paris 14th (75014),1,True,rent,5,1,1,22.31
4176,C,D,Apartment,Paris 16th (75016),3,True,rent,1,3,3,140.8
4720,G,G,Apartment,Paris 16th (75016),3,True,rent,7,5,3,150.0
2100,C,D,Apartment,Paris 7th (75007),1,True,rent,5,2,1,48.1
1400,G,G,Apartment,Paris 7th (75007),1,True,rent,1,1,1,25.3
2960,G,G,Apartment,Paris 16th (75016),3,True,rent,4,4,3,101.0
10500,E,E,Apartment,Paris 8th (75008),5,True,rent,5,7,5,290.78
3115,G,G,Apartment,Paris 16th (75016),2,True,rent,11,3,2,75.0
4700,G,G,Apartment,Paris 8th (75008),3,True,rent,7,4,3,123.0
1038,G,D,Apartment,Paris 14th (75014),1,True,rent,4,2,1,30.02
1860,G,F,Apartment,Paris 6th (75006),2,True,rent,1,3,2,47.3
5790,E,F,Apartment,Paris 6th (75006),3,True,rent,1,5,3,148.47
6500,G,G,Apartment,Paris 8th (75008),2,True,rent,2,3,2,97.0
1100,G,G,Apartment,Paris 3rd (75003),1,True,rent,2,1,1,22.0
5734,G,G,Apartment,Paris 16th (75016),4,True,rent,5,6,4,186.0
6000,D,D,Apartment,Paris 6th (75006),2,True,rent,5,5,2,150.0
6183,D,E,Apartment,Paris 16th (75016),6,True,rent,3,6,6,161.0
3000,D,E,Apartment,Paris 18th (75018),2,True,rent,2,3,2,80.0
1725,D,E,Apartment,Paris 13th (75013),2,True,rent,4,3,2,66.8
3550,E,F,Apartment,Paris 7th (75007),2,True,rent,4,3,2,88.0
10000,C,D,Apartment,Paris 7th (75007),7,True,rent,7,6,7,186.1
3010,G,G,Apartment,Paris 6th (75006),3,True,rent,2,3,3,63.0
1200,G,G,Apartment,Paris 6th (75006),2,True,rent,2,2,2,27.4
4000,C,D,Apartment,Paris 17th (75017),3,True,rent,5,4,3,149.45
2942,G,G,Apartment,Paris 16th (75016),2,True,rent,5,4,2,116.0
3500,G,G,Apartment,Paris 4th (75004),2,True,rent,3,3,2,95.44
5300,D,E,Apartment,Paris 6th (75006),4,True,rent,1,5,4,125.73
2100,D,F,Apartment,Paris 7th (75007),1,True,rent,6,2,1,45.0
11700,G,G,Apartment,Paris 7th (75007),5,True,rent,3,7,5,258.0
3690,D,E,Apartment,Paris 5th (75005),3,True,rent,3,4,3,108.47
3500,D,E,Apartment,Paris 6th (75006),2,True,rent,6,3,2,103.42
5000,D,E,Apartment,Paris 6th (75006),5,True,rent,3,6,5,141.2
2796,D,A,Apartment,Paris 16th (75016),2,True,rent,Ground,2,2,74.0
915,D,B,Apartment,Paris 7th (75007),1,True,rent,5,1,1,18.54
4540,G,A,Apartment,Paris 7th (75007),6,True,rent,1,5,6,150.0
3300,E,F,Apartment,Paris 16th (75016),2,True,rent,5,5,2,102.1
3500,G,G,Apartment,Paris 16th (75016),2,True,rent,7,3,2,75.0
1300,G,G,Apartment,Paris 5th (75005),1,True,rent,4,1,1,25.56
3800,G,G,Apartment,Paris 5th (75005),3,True,rent,3,4,3,89.77
1570,D,E,Apartment,Paris 6th (75006),1,True,rent,6,2,1,28.18
1146,G,G,Apartment,Paris 5th (75005),1,True,rent,6,2,1,33.0
6600,G,G,Apartment,Paris 6th (75006),3,True,rent,4,6,3,131.0
8400,F,E,Apartment,Paris 16th (75016),4,True,rent,Ground,4,4,167.06
4400,D,G,Apartment,Paris 8th (75008),3,True,rent,4,4,3,128.0
2980,D,E,Apartment,Paris 17th (75017),2,True,rent,3,4,2,102.8
4900,D,D,Apartment,Paris 17th (75017),4,True,rent,7,5,4,122.0
4900,D,D,Apartment,Paris 17th (75017),4,True,rent,7,5,4,122.0
2600,D,E,Apartment,Paris 3rd (75003),1,True,rent,2,2,1,64.01
9000,G,G,Apartment,Paris 16th (75016),4,True,rent,2,5,4,220.0
2620,D,C,Apartment,Paris 15th (75015),2,True,rent,5,3,2,85.77
5000,G,G,Apartment,Paris 5th (75005),3,True,rent,3,4,3,138.73
1300,G,G,Apartment,Paris 5th (75005),1,True,rent,3,2,1,27.23
1400,F,C,Apartment,Paris 16th (75016),1,True,rent,Ground,2,1,34.0
2200,E,F,Apartment,Paris 17th (75017),1,True,rent,4,3,1,57.34
2960,G,G,Apartment,Paris 18th (75018),2,True,rent,1,4,2,98.0
954,G,G,Apartment,Paris 8th (75008),1,True,rent,2,1,1,24.2
1800,F,D,Apartment,Paris 3rd (75003),2,True,rent,4,2,2,49.74
878,G,G,Apartment,Paris 5th (75005),2,True,rent,5,1,2,25.5
1770,G,G,Apartment,Paris 17th (75017),1,True,rent,6,3,1,46.17
2982,D,D,Apartment,Paris 7th (75007),2,True,rent,7,3,2,73.0
3500,G,G,Apartment,Paris 16th (75016),3,True,rent,2,4,3,121.0
921,G,G,Apartment,Paris 5th (75005),1,True,rent,3,1,1,31.0
7420,G,G,Apartment,Paris 5th (75005),4,True,rent,1,7,4,249.0
2500,G,G,Apartment,Paris 16th (75016),2,True,rent,3,2,2,53.0
5790,E,F,Apartment,Paris 6th (75006),3,True,rent,1,5,3,148.47
2500,E,E,Apartment,Paris 7th (75007),1,True,rent,2,2,1,52.35
2498,E,E,Apartment,Paris 7th (75007),2,True,rent,2,2,2,67.0
3650,G,G,Apartment,Paris 17th (75017),3,True,rent,4,5,3,142.0
6000,G,G,Apartment,Paris 17th (75017),1,True,rent,5,7,1,240.0
12000,F,F,Apartment,Paris 8th (75008),3,True,rent,3,5,3,225.0
2980,F,G,Apartment,Paris 9th (75009),0,True,rent,2,3,0,90.0
5950,F,G,Apartment,Paris 14th (75014),4,True,rent,Ground,4,4,121.0
6800,G,G,Apartment,Paris 16th (75016),5,True,rent,3,7,5,223.0
2463,G,G,Apartment,Paris 4th (75004),2,True,rent,1,3,2,54.06
2500,G,G,Apartment,Paris 14th (75014),1,True,rent,1,2,1,62.11
6300,D,E,Apartment,Paris 7th (75007),3,True,rent,1,6,3,163.0
5000,D,F,Apartment,Paris 8th (75008),4,True,rent,1,5,4,160.0
1426,D,E,Apartment,Paris 7th (75007),0,True,rent,3,1,0,42.0
2000,D,B,Apartment,Paris 6th (75006),2,True,rent,1,2,2,44.1
1750,F,G,Apartment,Paris 16th (75016),2,True,rent,6,2,2,42.0
4500,G,G,Apartment,Paris 17th (75017),3,True,rent,5,6,3,178.0
1850,G,G,Apartment,Paris 16th (75016),1,True,rent,1,2,1,42.0
3680,D,D,Apartment,Paris 16th (75016),3,True,rent,4,5,3,127.0
2330,D,E,Apartment,Paris 11th (75011),1,True,rent,2,3,1,80.59
2750,F,F,Apartment,Paris 7th (75007),2,True,rent,4,3,2,70.0
1700,F,F,Apartment,Paris 6th (75006),1,True,rent,Ground,2,1,55.15
2518,A,B,Apartment,Paris 16th (75016),2,True,rent,2,3,2,70.2
9676,G,G,Apartment,Paris 17th (75017),3,True,rent,5,7,3,293.4
1550,G,G,Apartment,Paris 16th (75016),1,True,rent,3,1,1,35.0
5400,F,G,Apartment,Paris 7th (75007),3,True,rent,3,6,3,170.0
2780,E,E,Apartment,Paris 9th (75009),3,True,rent,2,4,3,98.0
1570,D,E,Apartment,Paris 6th (75006),1,True,rent,6,2,1,28.18
3000,D,B,Apartment,Paris 7th (75007),2,True,rent,3,3,2,80.0
4271,F,C,Apartment,Paris 8th (75008),3,True,rent,6,4,3,125.5
6995,G,G,Apartment,Paris 16th (75016),4,True,rent,1,6,4,207.0
7880,G,G,Apartment,Paris 16th (75016),5,False,sale,3,5,5,262.0
7815,G,G,Apartment,Paris 16th (75016),5,True,rent,5,7,5,261.0
3000,G,G,Apartment,Paris 16th (75016),2,False,sale,4,3,2,95.0
5180,G,G,Apartment,Paris 16th (75016),3,True,rent,8,4,3,154.0
3550,F,G,Apartment,Paris 17th (75017),3,True,rent,4,5,3,128.0
5346,A,A,Apartment,Paris 8th (75008),4,True,rent,5,6,4,178.0
5000,D,B,Apartment,Paris 6th (75006),3,False,sale,4,5,3,130.45
2467,A,B,Apartment,Paris 16th (75016),2,True,rent,3,3,2,71.1
2545,A,B,Apartment,Paris 16th (75016),2,True,rent,6,3,2,71.4
3980,F,G,Apartment,Paris 9th (75009),3,True,rent,6,4,3,129.0
6963,C,D,Apartment,Paris 8th (75008),5,True,rent,4,6,5,249.0
1200,E,C,Apartment,Paris 6th (75006),1,True,rent,6,1,1,19.33
6042,A,A,Apartment,Paris 8th (75008),4,True,rent,3,5,4,177.0
2100,D,E,Apartment,Paris 7th (75007),1,False,sale,5,2,1,44.05
950,G,G,Apartment,Paris 5th (75005),2,True,rent,2,1,2,19.15
2000,E,C,Apartment,Paris 7th (75007),1,True,rent,1,3,1,46.0
7500,D,E,Apartment,Paris 4th (75004),4,True,rent,4,7,4,197.59
4200,E,E,Apartment,Paris 17th (75017),1,True,rent,1,5,1,134.0
4420,B,C,Apartment,Paris 17th (75017),4,True,rent,14,4,4,120.0
4000,F,G,Apartment,Paris 9th (75009),4,True,rent,2,6,4,164.52
1286,G,G,Apartment,Paris 8th (75008),1,True,rent,6,1,1,36.0
5378,G,F,Apartment,Paris 8th (75008),4,True,rent,5,7,4,146.0
5540,G,G,Apartment,Paris 8th (75008),3,True,rent,2,5,3,160.0
5605,G,C,Apartment,Paris 8th (75008),4,True,rent,6,5,4,164.0
2500,E,E,Apartment,Paris 7th (75007),1,True,rent,2,2,1,52.35
1990,G,D,House,Paris 7th (75007),2,True,rent,3,2,2,51.49
3550,F,G,Apartment,Paris 17th (75017),3,True,rent,2,5,3,128.0
3400,C,D,Apartment,Paris 10th (75010),1,True,rent,4,2,1,92.75
10900,E,E,Apartment,Paris 16th (75016),4,False,sale,3,4,4,213.0
1995,G,G,Apartment,Paris 7th (75007),2,True,rent,2,2,2,41.0
6500,D,E,Apartment,Paris 6th (75006),3,False,sale,1,6,3,144.64
2450,E,E,Apartment,Paris 16th (75016),2,True,rent,1,2,2,59.0
2100,G,G,Apartment,Paris 18th (75018),1,False,sale,3,3,1,60.0
5000,D,E,Apartment,Paris 6th (75006),3,True,rent,5,3,3,105.34
7560,E,E,Apartment,Paris 8th (75008),7,False,sale,6,7,7,233.3
5985,C,D,Apartment,Paris 7th (75007),4,True,rent,4,5,4,196.0
3330,E,G,Apartment,Paris 13th (75013),4,True,rent,30,4,4,134.21
4582,D,E,Apartment,Paris 7th (75007),2,True,rent,5,6,2,126.0
2400,D,E,Apartment,Paris 6th (75006),2,False,sale,5,2,2,68.37
5150,D,E,Apartment,Paris 8th (75008),3,False,sale,5,6,3,168.67
4900,D,E,Apartment,Paris 17th (75017),4,True,rent,7,5,4,122.0
5510,A,A,Apartment,Paris 7th (75007),4,True,rent,2,5,4,140.0
3300000,D,D,Apartment,Paris 6th (75006),3,False,sale,4,6,3,144.76
2210000,D,E,Apartment,Paris 16th (75016),3,False,sale,9,5,3,102.0
1600000,C,D,Apartment,Paris 6th (75006),2,False,sale,5,5,2,94.93
3240000,D,D,Apartment,Paris 7th (75007),2,False,sale,4,4,2,117.65
1090000,D,E,Apartment,Paris 16th (75016),2,False,sale,5,2,2,50.0
1590000,D,E,Apartment,Paris 16th (75016),3,False,sale,3,5,3,98.04
1850000,E,E,Apartment,Paris 17th (75017),3,False,sale,6,5,3,128.31
2080000,C,C,Apartment,Paris 16th (75016),3,False,sale,3,5,3,146.44
2050000,E,E,Apartment,Paris 8th (75008),2,False,sale,4,5,2,165.0
890000,E,C,Apartment,Paris 16th (75016),1,False,sale,5,2,1,49.17
1140000,F,E,Apartment,Paris 14th (75014),2,False,sale,3,5,2,88.1
1200000,D,D,Apartment,Paris 15th (75015),2,False,sale,1,4,2,112.0
3250000,D,D,Apartment,Paris 16th (75016),2,False,sale,6,8,2,188.52
1230000,E,B,Apartment,Paris 3rd (75003),2,False,sale,4,3,2,85.0
950000,C,C,Apartment,Paris 16th (75016),3,False,sale,3,4,3,100.02
2500000,E,E,Apartment,Paris 1st (75001),2,False,sale,4,4,2,111.38
55000,D,E,Garage/Parking,Paris 6th (75006),0,False,sale,3,4,0,95.0
2650000,E,E,Apartment,Paris 17th (75017),2,False,sale,Ground,7,2,164.65
1990000,E,D,Apartment,Paris 7th (75007),4,False,sale,1,6,4,164.43
3120000,A,A,Apartment,Paris 14th (75014),2,False,sale,5,5,2,150.0
1870000,F,C,Apartment,Paris 1st (75001),3,False,sale,2,5,3,119.16
430000,G,C,Apartment,Paris 5th (75005),1,False,sale,6,2,1,37.18
1890000,D,E,Apartment,Paris 6th (75006),3,False,sale,Top,4,3,80.23
895000,A,A,Apartment,Paris 16th (75016),0,False,sale,2,2,0,47.0
2190000,D,D,Apartment,Paris 7th (75007),2,False,sale,2,5,2,124.0
1050000,D,D,Apartment,Paris 3rd (75003),2,False,sale,2,4,2,96.16
495000,D,B,Apartment,Paris 15th (75015),1,False,sale,5,2,1,32.0
314900,D,E,Apartment,Paris 16th (75016),2,False,sale,1,1,2,22.1
3225000,D,C,Apartment,Paris 16th (75016),6,False,sale,3,6,6,230.05
1150000,D,D,Apartment,Paris 16th (75016),2,False,sale,3,5,2,125.14
2100000,E,E,Apartment,Paris 5th (75005),3,False,sale,2,5,3,147.0
1265000,D,D,Apartment,Paris 16th (75016),2,False,sale,1,5,2,99.04
2200000,E,D,Apartment,Paris 6th (75006),3,False,sale,2,3,3,94.81
1270000,G,C,Apartment,Paris 6th (75006),0,False,sale,2,4,0,80.71
1460000,D,E,Apartment,Paris 16th (75016),0,False,sale,1,5,0,107.0
1085000,E,E,Apartment,Paris 11th (75011),2,False,sale,Top,3,2,74.63
1830000,E,E,Apartment,Paris 4th (75004),1,False,sale,4,4,1,106.04
1297000,E,D,Apartment,Paris 8th (75008),2,False,sale,5,4,2,84.16
1920000,D,E,Apartment,Paris 16th (75016),0,False,sale,5,4,0,140.26
795000,D,E,Apartment,Paris 6th (75006),1,False,sale,4,4,1,43.0
2250000,D,D,Apartment,Paris 7th (75007),3,False,sale,3,5,3,138.0
2400000,D,E,Apartment,Paris 6th (75006),0,False,sale,6,5,0,122.0
1795000,E,B,Apartment,Paris 16th (75016),2,False,sale,5,5,2,121.78
1100000,D,E,Apartment,Paris 3rd (75003),1,False,sale,4,5,1,70.53
3000000,D,A,Apartment,Paris 6th (75006),3,False,sale,Top,4,3,106.95
500000,D,D,Apartment,Paris 17th (75017),1,False,sale,5,2,1,41.22
1290000,E,E,Apartment,Paris 8th (75008),3,False,sale,3,5,3,108.39
2495000,E,E,Apartment,Paris 16th (75016),4,False,sale,3,6,4,205.1
1950000,D,D,Apartment,Paris 8th (75008),3,False,sale,4,5,3,145.73
920000,E,E,Apartment,Paris 16th (75016),2,False,sale,5,4,2,95.0
860000,E,F,Apartment,Paris 16th (75016),3,False,sale,Ground,5,3,113.0
1550000,E,E,Apartment,Paris 16th (75016),3,False,sale,4,4,3,118.0
1475000,C,C,House,Paris 15th (75015),2,False,sale,Ground,4,2,100.0
860000,D,B,Apartment,Paris 4th (75004),2,False,sale,6,3,2,61.65
819000,E,B,Apartment,Paris 4th (75004),2,False,sale,6,3,2,54.0
840000,E,B,Apartment,Paris 16th (75016),2,False,sale,Ground,2,2,78.28
1550000,C,C,Apartment,Paris 16th (75016),2,False,sale,1,4,2,130.0
30000,G,F,Apartment,Paris 17th (75017),2,False,sale,2,2,2,20.0
850000,G,C,Apartment,Paris 7th (75007),3,False,sale,Ground,2,3,66.0
1990000,E,E,Apartment,Paris 4th (75004),3,False,sale,6,4,3,89.53
3125000,D,D,Apartment,Paris 15th (75015),5,False,sale,2,6,5,183.1
787000,D,B,Apartment,Paris 4th (75004),3,False,sale,6,3,3,56.9
1936000,D,D,Apartment,Paris 4th (75004),3,False,sale,5,4,3,112.7
1500000,E,E,Apartment,Paris 7th (75007),4,False,sale,4,5,4,86.21
1995000,E,E,Apartment,Paris 7th (75007),3,False,sale,5,5,3,120.0
1130000,F,F,Apartment,Paris 5th (75005),2,False,sale,3,6,2,118.02
370000,E,E,Apartment,Paris 17th (75017),1,False,sale,Ground,1,1,35.53
3500000,D,D,Apartment,Paris 6th (75006),2,False,sale,3,8,2,233.0
995000,E,B,Apartment,Paris 5th (75005),2,False,sale,1,3,2,68.06
3360000,E,E,Apartment,Paris 7th (75007),2,False,sale,4,5,2,152.23
1090000,F,C,Apartment,Paris 8th (75008),2,False,sale,5,4,2,107.0
1295000,C,D,Apartment,Paris 6th (75006),1,False,sale,2,4,1,76.0
1030000,G,C,Apartment,Paris 2nd (75002),2,False,sale,Top,4,2,61.55
660000,D,D,Apartment,Paris 17th (75017),2,False,sale,4,3,2,50.73
550000,E,E,Apartment,Paris 16th (75016),2,False,sale,6,2,2,48.29
60000,A,A,Garage/Parking,Paris 16th (75016),2,False,sale,4,4,2,95.0
1195000,C,C,Apartment,Paris 16th (75016),3,False,sale,2,6,3,122.0
1995000,E,D,Apartment,Paris 16th (75016),3,False,sale,Ground,5,3,157.25
1350000,F,C,Apartment,Paris 7th (75007),2,False,sale,6,3,2,77.21
1240000,E,B,Apartment,Paris 3rd (75003),2,False,sale,3,3,2,79.75
2400000,C,A,Apartment,Paris 14th (75014),2,False,sale,3,5,2,151.55
2350000,D,D,Apartment,Paris 17th (75017),5,False,sale,1,6,5,181.0
2250000,D,C,Apartment,Paris 16th (75016),4,False,sale,6,6,4,150.02
950000,D,D,Apartment,Paris 10th (75010),1,False,sale,4,3,1,76.06
295000,C,D,Apartment,Paris 15th (75015),1,False,sale,5,1,1,28.5
778000,F,C,Apartment,Paris 5th (75005),1,False,sale,3,3,1,56.1
1290000,F,F,Apartment,Paris 16th (75016),3,False,sale,2,3,3,107.25
2850000,C,C,Apartment,Paris 7th (75007),3,False,sale,Top,5,3,130.0
1290000,C,C,Apartment,Paris 16th (75016),1,False,sale,Ground,4,1,88.05
792000,C,A,Apartment,Paris 2nd (75002),1,False,sale,3,2,1,31.71
472500,D,E,Apartment,Paris 6th (75006),0,False,sale,6,1,0,33.42
1160000,D,D,Apartment,Paris 5th (75005),2,False,sale,2,5,2,95.12
550000,D,B,Apartment,Paris 4th (75004),1,False,sale,1,2,1,36.0
995000,C,D,Apartment,Paris 5th (75005),2,False,sale,4,4,2,78.74
1355000,D,D,Apartment,Paris 16th (75016),3,False,sale,7,4,3,91.64
1750000,E,E,Apartment,Paris 8th (75008),2,False,sale,4,6,2,144.0
2050000,E,E,Apartment,Paris 8th (75008),2,False,sale,4,5,2,165.0
930000,A,C,Apartment,Paris 14th (75014),3,False,sale,4,3,3,83.77
2150000,D,E,Apartment,Paris 1st (75001),2,False,sale,4,6,2,143.0
1600000,E,E,Apartment,Paris 6th (75006),3,False,sale,3,5,3,88.76
1500000,F,F,Apartment,Paris 7th (75007),3,False,sale,3,3,3,64.52
1150000,B,C,Apartment,Paris 5th (75005),2,False,sale,1,3,2,76.56
1700000,E,E,Apartment,Paris 7th (75007),2,False,sale,8,5,2,101.24
1650000,G,G,Apartment,Paris 17th (75017),2,False,sale,5,6,2,125.02
530000,G,C,Apartment,Paris 10th (75010),2,False,sale,4,2,2,45.33
950000,E,B,Apartment,Paris 3rd (75003),2,False,sale,2,3,2,62.0
790000,E,E,Apartment,Paris 16th (75016),1,False,sale,4,2,1,57.45
715000,D,E,Apartment,Paris 6th (75006),2,False,sale,1,2,2,50.27
200000,A,A,Apartment,Paris 9th (75009),1,False,sale,Ground,2,1,21.27
1620000,D,E,Apartment,Paris 17th (75017),3,False,sale,1,5,3,125.67
1510000,B,C,Apartment,Paris 9th (75009),2,False,sale,3,4,2,96.0
3200000,D,D,Apartment,Paris 8th (75008),3,False,sale,2,6,3,231.0
1000000,D,B,Apartment,Paris 6th (75006),2,False,sale,3,3,2,54.29
1990000,F,C,Apartment,Paris 7th (75007),3,False,sale,3,4,3,116.54
1479000,D,B,Apartment,Paris 3rd (75003),2,False,sale,1,3,2,91.09
1730000,E,D,Apartment,Paris 7th (75007),2,False,sale,5,4,2,108.0
2530000,D,E,Apartment,Paris 16th (75016),3,False,sale,5,5,3,153.0
1590000,F,E,Apartment,Paris 14th (75014),3,False,sale,5,3,3,87.4
620000,E,B,Apartment,Paris 13th (75013),2,False,sale,4,2,2,55.02
350000,D,E,Apartment,Paris 16th (75016),2,False,sale,5,1,2,95.0
1890000,F,F,Apartment,Paris 16th (75016),3,False,sale,7,4,3,105.93
