property_url,title,price,description,rooms_info,amenities_info,legal_info,energy_class,climate_class,subtype,rooms,bedrooms,area,floor,reference,district
https://danielfeau.com/en/archive/property/5825739,"Apartment rented on 2021-09-15, at a price of €915 (€32 /m²), Paris 13th (75013), 2 rooms, 28.58 m², ref 5825739","€1,005 / Month (Fees included)","Paris 13th District – A two-room apartment rented unfurnished. Maison Blanche - Rue de l'Amiral Mouchez. This 28,58 sqm apartment on the fifth floor of a 1930’s building comprises a living room, a semi equipped fitted kitchen, a bedroom, and a shower room. Collective heating and individual hot water. The building has a caretaker and is equipped with a lift and a door-entry code. Flat-sharing would be possible. Available begining of August. For a rental under the conditions of the Code Civil, fees of 12% of the tax inclusive charges exclusive annual rental shall be applicable.","1  Entrance, 1  Kitchen, 1  Living-room, 1  Bedroom, 1  Shower room / Lavatory","Lift, Digicode, Caretaker",Provision on recoverable fees 90 € / Month | Tenant's commission 343 € | Deposit 915 € | Inventory tenant charge 85.74 € | Boutin act 28 sq m,C,B,Apartment,2 rooms,1 bedroom,28.58 m²,5th,Reference 5825739,Paris 13th (75013)
https://danielfeau.com/en/archive/property/2678649,"Apartment rented on 2019-07-29, at a price of €915 (€32 /m²), Paris 13th (75013), 2 rooms, 28.58 m², ref 2678649","€1,005 / Month (Fees included)","Paris 13th District – A two-room apartment rented unfurnished. Maison Blanche - Rue de l'Amiral Mouchez. This 28,58 sqm apartment on the fifth floor of a 1930’s building comprises a living room, a semi equipped fitted kitchen, a bedroom, and a shower room. Collective heating and individual hot water. The building has a caretaker and is equipped with a lift and a door-entry code. Flat-sharing would be possible. Available August, 16th. For a rental under the conditions of the Code Civil, fees of 12% of the tax inclusive charges exclusive annual rental shall be applicable.","1  Entrance, 1  Kitchen, 1  Living-room, 1  Bedroom, 1  Shower room / Lavatory","Lift, Digicode, Caretaker",Provision on recoverable fees 90 € / Month | Tenant's commission 429 € | Deposit 915 € | Inventory tenant charge 60 € | Boutin act 20 sq m | Logement à consommation énergétique excessive : classe G,G,G,Apartment,2 rooms,1 bedroom,28.58 m²,5th,Reference 2678649,Paris 13th (75013)
https://danielfeau.com/en/archive/property/7410902,"Apartment rented on 2022-10-26, at a price of €950 (€34 /m²), Paris 15th (75015), 1 room, 28 m², ref 7410902","€1,010 / Month (Fees included)","Paris 15th District – A peaceful studio apartment. Parc André-Citroën. This 28 sqm studio apartment is on the first floor of a secure recent residence. Overlooking an extensive park, it comprises an entry with a closet, a bright living room, a separate fitted and equipped kitchen, and a bathroom. With a parking space in the building. Individual heating and hot water. The residence has a caretaker, and is equipped with a door-entry code. Rent: 930€/month charges inclusive. Deposit: 870€. Fees: 420 € tax-inclusive including 147€ tax inclusive for the inventory and statement of state and repair: For a rental under the conditions of the Code Civil, fees of 10% of the annual tax and charges exclusive rental shall be applicable.","1  Parking place n°219 au -2, 1  Entrance, 1  Kitchen Amenagée et équipée, 1  Bedroom Séjour - orientation South, 1  Bathroom / Lavatory","Double glazing, Digicode, Caretaker, Intercom, Washing machine, Hob, Refrigerator",Provision on recoverable fees 60 € / Month | Tenant's commission 409 € | Deposit 950 € | Inventory tenant charge 81.78 €,E,C,Apartment,1 room,1 bedroom,28 m²,1st,Reference 7410902,Paris 15th (75015)
https://danielfeau.com/en/archive/property/968278,"Apartment rented on 2016-04-25, at a price of €955 (€32 /m²), Paris 14th (75014), 2 rooms, 30.02 m², ref 968278","€1,010 / Month (Fees included)","Paris 15th District - Montparnasse, rue de l'Ouest. In an old building, 30.02 sqm one-bedroom apartment on the fourth floor. In excellent condition, it comprises an entrance hall, a fitted kitchen opening onto a living room, a bedroom and a shower room with toilet. The building is not equipped with a lift. This bright apartment benefits from quality fittings. Digicode and intercom. Individual electric heating and hot water. Available the 1st of May.","1  Entrance, 1  Kitchen, 1  Living-room, 1  Bedroom, 1  Shower room / Lavatory","Furnished, Window shade, Digicode, Intercom","Provision on recoverable fees 55 € / Month | Tenant's commission 450 € | Deposit 1,909 €",,,Apartment,2 rooms,1 bedroom,30.02 m²,4th,Reference 968278,Paris 14th (75014)
https://danielfeau.com/en/archive/property/900875,"Apartment rented on 2016-05-19, at a price of €930 (€33 /m²), Paris 17th (75017), 1 room, 28.31 m², ref 900875","€1,030 / Month (Fees included)","Paris 17th District – A furnished studio apartment in a secure new building In the Epinettes area near Pont Cardinet. This superb studio apartment is on the eighth floor of a luxurious new building with a caretaker, a lift, a door-entry code and a videophone. Beautifully appointed and tastefully furnished, it comprises a very bright main room opening onto a generously proportioned loggia, and a spacious shower room with a toilet. With ample fitted storage space and a cellar. Collective heating and hot water. Fees (loi 89): 425 € tax-inclusive. For a rental under the conditions of the Code Civil, see grading scale.","1  Bedroom 17.91 sq m, 1  Entrance 3.60 sq m, 1  Shower room / Lavatory 6.80 sq m, 1  Loggia 5.37 sq m, 1  Cellar","Sliding windows, Home automation, Double glazing, Internet, Furnished, Electric shutters, Disabled access, Lift, Digicode, Videophone, Coffeemaker, Stove, Iron, Oven, Washing machine, Dishwasher, Linens, Hob, Refrigerator, Clothes dryer, Television, Tableware, Caretaker","Provision on recoverable fees 100 € / Month | Tenant's commission 425 € | Deposit 1,860 € | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr",A,C,Apartment,1 room,1 bedroom,28.31 m²,8th floor / 10,Reference 900875,Paris 17th (75017)
https://danielfeau.com/en/archive/property/83404997,"Studio rented on 2023-10-05, at a price of €931 (€34 /m²), Paris 16th (75016), 1 room, 27.4 m², ref 83404997","€1,031 / Month (Fees included)","Paris 16th District – A spacious studio apartment. Rue Raffet. This studio apartment is on the fifth floor of a fine 1930’s building with a caretaker, a lift, a door-entry code and an intercom. It comprises a main room, a separate fitted and equipped kitchen, and a bathroom. Ample fitted storage space. Collective heating and hot water. For a rental under the conditions of the Code Civil, fees of 12% of the tax inclusive charges exclusive annual rental shall be applicable.","1  Living-room, 1  Bathroom / Lavatory, 1  Kitchen","Lift, Caretaker, Digicode, Intercom",Provision on recoverable fees 100 € / Month | Tenant's commission 411 € | Deposit 931 € | Inventory tenant charge 84 € | Boutin act 27.40 sq m | Logement à consommation énergétique excessive : classe F | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr,F,G,Apartment,1 room,,27.4 m²,5th floor / 7,Reference 83404997,Paris 16th (75016)
https://danielfeau.com/en/archive/property/3176870,"Apartment rented on 2019-07-13, at a price of €983 (€33 /m²), Paris 14th (75014), 2 rooms, 30.02 m², ref 3176870","€1,038 / Month (Fees included)","Paris 15th District - Montparnasse - Rue de l'Ouest. In an old building, 30.02 sqm one-bedroom apartment on the fourth floor. In excellent condition, it comprises an entrance hall, a fitted kitchen opening onto a living room, a bedroom and a shower room. The building is not equipped with a lift. This bright apartment benefits from quality fittings. Digicode and intercom. Individual electric heating and hot water. Available the 24th of July.","1  Entrance, 1  Kitchen, 1  Living-room, 1  Bedroom, 1  Shower room / Lavatory","Furnished, Window shade, Digicode, Intercom","Provision on recoverable fees 55 € / Month | Tenant's commission 450 € | Deposit 1,966 € | Inventory tenant charge 90 € | Boutin act 30.02 sq m | Logement à consommation énergétique excessive : classe G | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr",G,D,Apartment,2 rooms,1 bedroom,30.02 m²,4th,Reference 3176870,Paris 14th (75014)
https://danielfeau.com/en/archive/property/911395,"Apartment rented on 2016-04-28, at a price of €942 (€28 /m²), Paris 5th (75005), 2 rooms, 33.78 m², ref 911395","€1,042 / Month (Fees included)","Paris 5th District - rue de la Collégiale. In an old building with a lift, this empty 33,78 sq.m. two-room apartment is on the fourth floor. It comporises an entrance, a living room, a semi-fitted kitchen, a bedroom and a shower room with toilet. Quiet and very bright. Individual electric heating and hot water. Digicode, intercom. Available now.","1  Entrance, 1  Living-room, 1  Bedroom, 1  Kitchen, 1  Shower room / Lavatory","Lift, Double glazing, Digicode, Intercom",Provision on recoverable fees 100 € / Month | Tenant's commission 506 € | Deposit 942 €,E,B,Apartment,2 rooms,1 bedroom,33.78 m²,4th,Reference 911395,Paris 5th (75005)
https://danielfeau.com/en/archive/property/1029242,"Studio rented on 2016-06-30, at a price of €922 (€28 /m²), Paris 7th (75007), 1 room, 32.6 m², ref 1029242","€1,042 / Month (Fees included)","Paris 7th District – An over 30 sqm studio apartment in a prime location. Vaneau / Babylone. This very bright and peaceful studio apartment is on the 3rd floor of a 1930’s building with a caretaker, a lift and a door-entry code. Offering 32.6 sqm of living space, it comprises an entry with a fitted closet, a partially fitted kitchen to equip, a spacious and bright main room overlooking a courtyard, and a bathroom. The main room could be separated by a stud wall or a curtain to create a bedroom area. Collective heating, individual hot water. Fees: 391€ tax-inclusive. For a rental under the conditions of the Civil Code, see grading scale.",,"Lift, Caretaker, Digicode",Provision on recoverable fees 120 € / Month | Tenant's commission 391 € | Deposit 922 €,,,Apartment,1 room,,32.6 m²,3rd,Reference 1029242,Paris 7th (75007)
https://danielfeau.com/en/archive/property/4615571,"Apartment rented on 2020-12-15, at a price of €992 (€33 /m²), Paris 14th (75014), 2 rooms, 30.02 m², ref 4615571","€1,047 / Month (Fees included)","Paris 14th District - Montparnasse - Rue de l'Ouest. In an old building, 30.02 sqm one-bedroom apartment on the fourth floor. In excellent condition, it comprises an entrance hall, a fitted kitchen opening onto a living room, a bedroom and a shower room. The building is not equipped with a lift. This bright apartment benefits from quality fittings. Digicode and intercom. Individual electric heating and hot water. Available end of December.","1  Entrance, 1  Kitchen, 1  Living-room, 1  Bedroom, 1  Shower room / Lavatory","Furnished, Window shade, Digicode, Intercom","Provision on recoverable fees 55 € / Month | Tenant's commission 1,519 € | Deposit 1,984 € | Inventory tenant charge 90 € | Boutin act 30.02 sq m | Logement à consommation énergétique excessive : classe G | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr",G,D,Apartment,2 rooms,1 bedroom,30.02 m²,4th,Reference 4615571,Paris 14th (75014)
https://danielfeau.com/en/archive/property/4700655,"Studio rented on 2021-02-17, at a price of €1,000 (€45 /m²), Paris 3rd (75003), 1 room, 22.02 m², ref 4700655","€1,050 / Month (Fees included)","Paris 3rd District – A furnished studio apartment. Archives neighbourhood - Rue Vieille du Temple. This renovated studio apartment on the sixth floor of a fine mid 19th century building enjoys open views. 22,02 sqm of beautifully appointed living space comprises a living room, a fitted and equipped kitchen, and a shower room with a toilet. Individual heating and hot water. The building has a caretaker, and is equipped with a lift, a door-entry code and an intercom. Available immediately. For a rental under the conditions of the Code Civil, fees of 12% of the tax inclusive charges exclusive annual rental shall be applicable.","1  Living-room, 1  Kitchen, 1  Shower room / Lavatory","Double glazing, Furnished, Lift, Digicode, Caretaker, Intercom","Provision on recoverable fees 50 € / Month | Tenant's commission 330 € | Deposit 2,000 € | Inventory tenant charge 66.06 € | Boutin act 19.9 sq m | Logement à consommation énergétique excessive : classe G",G,G,Apartment,1 room,,22.02 m²,6th,Reference 4700655,Paris 3rd (75003)
https://danielfeau.com/en/archive/property/2097971,"Apartment rented on 2017-10-17, at a price of €990 (€35 /m²), Paris 7th (75007), 2 rooms, 28 m², ref 2097971","€1,070 / Month (Fees included)",,"1  Entrance, 1  Kitchen, 1  Living room/dining area, 1  Bedroom, 1  Lavatory, 1  Shower room","Furnished, Digicode, Iron, Microwave oven, Washing machine, Hob, Refrigerator, Dishwasher","Provision on recoverable fees 80 € / Month | Tenant's commission 420 € | Deposit 1,980 € | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr",,,Apartment,2 rooms,1 bedroom,28 m²,1st floor / 1,Reference 2097971,Paris 7th (75007)
https://danielfeau.com/en/archive/property/7526094,"Apartment rented on 2022-10-26, at a price of €991 (€31 /m²), Paris 15th (75015), 1 room, 32.2 m², ref 7526094","€1,076 / Month (Fees included)",,"1  Bedroom pièce de vie, 1  Kitchen, 1  Shower room, 1  Cellar, 1  Parking","Double glazing, Lift, Digicode, Caretaker, Videophone, Electric shutters, Disabled access, Security door","Provision on recoverable fees 85 € / Month | Deposit 991 € | Boutin act 32.2 sq m | Zone subject to rent control | Base rent 991.22 € | Maximum reference rent (base rent not to be exceeded) 1,056 € | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr",D,B,Apartment,1 room,1 bedroom,32.2 m²,4th floor / 9,Reference 7526094,Paris 15th (75015)
https://danielfeau.com/en/archive/property/5924041,"Apartment rented on 2021-10-04, at a price of €983 (€29 /m²), Paris 5th (75005), 2 rooms, 33.78 m², ref 5924041","€1,083 / Month (Fees included)","Paris 5th District - rue de la Collégiale. In an old building with a lift, this empty 33,78 sq.m. two-room apartment is on the fourth floor. It comporises an entrance, a living room, a semi-fitted kitchen, a bedroom and a shower room with toilet. Quiet and very bright. Individual electric heating and hot water. Digicode, intercom. Available 1st september","1  Entrance, 1  Living-room, 1  Bedroom, 1  Kitchen, 1  Shower room / Lavatory","Lift, Double glazing, Digicode, Intercom",Provision on recoverable fees 100 € / Month | Tenant's commission 405 € | Deposit 983 € | Inventory tenant charge 101.34 €,E,B,Apartment,2 rooms,1 bedroom,33.78 m²,4th,Reference 5924041,Paris 5th (75005)
https://danielfeau.com/en/archive/property/4249166,"Studio rented on 2020-10-14, at a price of €1,056 (€39 /m²), Paris 5th (75005), 1 room, 27.07 m², ref 4249166","€1,096 / Month (Fees included)","Paris 5th District - Sorbonne - Rue Thénard. On the ground floor of a Haussman-style building, furnished 27,07 sqm apartment comprising an entry, a fitted kitchen opening onto a living room, a bedroom and a shower room. Quiet courtyard. Individual electric heating and hot water. Digicode. Available now.","1  Living-room, 1  Bedroom, 1  Kitchen, 1  Shower room / Lavatory","Furnished, Digicode, Caretaker","Provision on recoverable fees 40 € / Month | Tenant's commission 1,602 € | Deposit 2,112 € | Inventory tenant charge 81 € | Boutin act 27.07 sq m | Logement à consommation énergétique excessive : classe G | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr",G,G,Apartment,1 room,1 bedroom,27.07 m²,Ground floor,Reference 4249166,Paris 5th (75005)
https://danielfeau.com/en/archive/property/5777677,"Apartment for rent, Paris 7th (75007), 2 rooms, 26.09 m², ref 5777677","€1,100 / Month (Fees included)",,"1  Living room/dining area, 1  Kitchen, 1  Bedroom, 1  Shower room / Lavatory","Lift, Optical fiber, Security door, Oven, Hob, Refrigerator","Provision on recoverable fees 70 € / Month | Tenant's commission 390 € | Deposit 1,030 € | Inventory tenant charge 78 € | Boutin act 26,09 sq m | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr",C,B,Apartment,2 rooms,1 bedroom,26.09 m²,4th,Reference 5777677,Paris 7th (75007)
https://danielfeau.com/en/archive/property/896978,"Apartment rented on 2016-04-30, at a price of €1,020 (€30 /m²), Paris 8th (75008), 1 room, 34 m², ref 896978","€1,100 / Month (Fees included)","Paris 8th district - Monceau. On the fourth floor of a freestone building with a caretaker and a lift, a 34 sqm apartment comprising a living room, a kitchen, a shower room and with toilet. Caretaker, lift.","1  Studio, 1  Kitchen, 1  Shower room, 1  Lavatory, 1  Entrance","Double glazing, Lift, Caretaker, Hob, Refrigerator","Provision on recoverable fees 80 € / Month | Tenant's commission 1,028 € | Deposit 1,020 €",,,Apartment,1 room,1 bedroom,34 m²,4th floor / 6,Reference 896978,Paris 8th (75008)
https://danielfeau.com/en/archive/property/6620941,"Apartment rented on 2022-02-09, at a price of €1,040 (€21 /m²), Paris 9th (75009), 2 rooms, 50 m², ref 6620941","€1,100 / Month (Fees included)",,"1  Entrance, 1  Living-room, 1  Bedroom, 1  Semi equipped kitchen, 1  Bathroom / Lavatory","Fireplace, Optical fiber, Caretaker, Intercom, Oven","Provision on recoverable fees 60 € / Month | Tenant's commission 600 € | Deposit 1,040 € | Inventory tenant charge 150 € | Boutin act 50 sq m | Logement à consommation énergétique excessive : classe G | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr",G,F,Apartment,2 rooms,1 bedroom,50 m²,Ground floor,Reference 6620941,Paris 9th (75009)
https://danielfeau.com/en/archive/property/4112372,"Studio rented on 2020-08-03, at a price of €1,050 (€61 /m²), Paris 4th (75004), 1 room, 17.08 m², ref 4112372","€1,100 / Month (Fees included)","Paris 4th District – A renovated studio apartment rented furnished. Rue du Roi de Sicile. Nestled in a leafy courtyard, this peaceful 17.07 sqm studio apartment has been renovated and is beautifully appointed. It comprises a bright main room featuring exposed beams, a fitted and equipped open-plan kitchen, and a shower room. Individual heating and hot water. Available immediately. For a rental under the conditions of the code Civil, fees of 12% of the tax inclusive charges exclusive annual rental shall be applicable.","1  Living room/kitchen, 1  Kitchen, 1  Shower room / Lavatory","Double glazing, Furnished, Digicode","Provision on recoverable fees 50 € / Month | Tenant's commission 256 € | Deposit 2,100 € | Inventory tenant charge 51.24 € | Boutin act 17.08 sq m | Logement à consommation énergétique excessive : classe G",G,G,Apartment,1 room,,17.08 m²,Raised,Reference 4112372,Paris 4th (75004)
https://danielfeau.com/en/archive/property/3936206,"Studio rented on 2020-06-06, at a price of €1,050 (€47 /m²), Paris 4th (75004), 1 room, 22.2 m², ref 3936206","€1,100 / Month (Fees included)","Paris 4th District – A renovated studio apartment. Bastille - Rue Beautreillis. This peaceful studio apartment rented unfurnished is on the first floor of a fine mid 19th century building. Overlooking a pretty leafy courtyard, it offers 22.20 sqm of renovated living space comprising a main room, a fitted and equipped kitchen, and a shower room. The building is equipped with a door-entry code but not a lift. Available immediately. For a rental under the conditions of the Code Civil, fees of 12% of the tax inclusive charges exclusive annual rental shall be applicable.","1  Living-room, 1  Kitchen, 1  Shower room / Lavatory","Double glazing, Digicode, Oven, Washing machine, Hob, Refrigerator","Provision on recoverable fees 50 € / Month | Tenant's commission 333 € | Deposit 1,050 € | Inventory tenant charge 66.6 € | Boutin act 22.2 sq m | Logement à consommation énergétique excessive : classe G",G,F,Apartment,1 room,,22.2 m²,1st,Reference 3936206,Paris 4th (75004)
https://danielfeau.com/en/archive/property/3203355,"Studio rented on 2019-08-28, at a price of €1,018 (€46 /m²), Paris 14th (75014), 1 room, 22.31 m², ref 3203355","€1,100 / Month (Fees included)","Paris 14th District – A bright studio apartment. Port Royal metro station, near the 5th and 6th Districts. This studio apartment in perfect condition is on the fifth floor of a fine late 19th century freestone building with a lift. Offering 22 sqm of living space and benefiting from a west-facing continuous balcony enjoying an open view over the Port-Royal Abbey’s gardens, it comprises a living room with a fitted and equipped kitchen, and a shower room. With a utility room and ample fitted storage space. Individual heating and hot water. Available immediately. For a rental under the conditions of the Code Civil, fees of 10 % of the annual tax and charges exclusive rental shall be applicable.","1  Living room/dining area, 1  Kitchen, 1  Balcony, 1  Shower room 3.30 sq m, 1  Laundry room 1.05 sq m","Double glazing, Furnished, Lift, Digicode, Intercom","Provision on recoverable fees 82 € / Month | Tenant's commission 334 € | Deposit 2,036 € | Inventory tenant charge 66.93 € | Logement à consommation énergétique excessive : classe G",G,D,Apartment,1 room,,22.31 m²,5th floor / 5,Reference 3203355,Paris 14th (75014)
https://danielfeau.com/en/archive/property/3171101,"Studio rented on 2019-07-03, at a price of €966 (€44 /m²), Paris 3rd (75003), 1 room, 22 m², ref 3171101","€1,100 / Month (Fees included)","Paris 3rd District – A furnished studio apartment. Rue de la Perche, Archives neighbourhood. This studio apartment on the third floor of a fine mid 19th century building has been renovated throughout and is as new. Rented furnished, it offers 22 sqm of living space comprising a bright living room with a bedroom area, a fitted and equipped kitchen, and a shower room. The building is not equipped with a lift. Individual heating and hot water. Available immediately. For a rental under the conditions of the Code Civil, fees of 12% of the tax-inclusive charges exclusive annual rental shall be applicable.","1  Entrance, 1  Living-room, 1  Kitchen, 1  Shower room / Lavatory","Furnished, Digicode, Intercom","Provision on recoverable fees 50 € / Month | Tenant's commission 331 € | Deposit 2,100 € | Inventory tenant charge 66 € | Boutin act 22 sq m | Logement à consommation énergétique excessive : classe G | Information on the risks to which this property is exposed is available on the Georisques website: www.georisques.gouv.fr",G,G,Apartment,1 room,,22 m²,,Reference 3171101,Paris 3rd (75003)
https://danielfeau.com/en/archive/property/880157,"Apartment rented on 2016-02-29, at a price of €995 (€31 /m²), Paris 16th (75016), 1 room, 32.1 m², ref 880157","€1,107 / Month (Fees included)","Paris 16th district - Avenue Victor Hugo. On the seventh floor of a freestone building, a 29.60 sqm apartment comprising a living room and a shower room with a toilet. Caretaker, lift.","1  Studio, 1  Shower room / Lavatory, 1  Kitchen","Lift, Caretaker, Air-conditioning, Double glazing, Digicode",Provision on recoverable fees 112 € / Month | Tenant's commission 860 € | Deposit 995 € | Boutin act 29.6 sq m,C,C,Apartment,1 room,1 bedroom,32.1 m²,7th floor / 7,Reference 880157,Paris 16th (75016)
